longitude,latitude,altitude,lidar(m),height_wgs84(m),cs_photo,co_photo
17.02010917,49.29524258,288.0269,19.266,330.0719,2.374845635,1.187422818
17.0201245,49.29527075,288.0412,18.692,330.0862,4.103370361,0
17.02014025,49.295304,287.9703,18.832,330.0153,3.556122914,2.370748609
17.02016216,49.29534495,287.8865,18.599,329.9316,2.372366673,0
17.02018696,49.29538895,287.8108,18.325,329.8558,3.559836284,0
17.02021258,49.29543272,287.764,18.102,329.8091,1.186326221,1.186326221
17.02023956,49.29547704,287.7489,17.93,329.794,2.800549694,1.186469141
17.02026566,49.29551924,287.6857,17.823,329.7308,4.747020332,1.186755083
17.02028985,49.29556013,287.6266,17.681,329.6717,2.60742086,0
17.02031428,49.29560303,287.5763,17.589,329.6216,2.368217662,0
17.02033831,49.29564405,287.5179,17.395,329.5629,3.431928042,0
17.02036422,49.29568698,287.4387,17.214,329.484,3.750145213,0
17.02039054,49.2957298,287.3499,17.114,329.3949,1.187088856,0
17.02041626,49.29577247,287.315,16.989,329.3601,1.772810584,0
17.0204405,49.29581424,287.2845,16.949,329.3295,1.422258478,0
17.02046556,49.29585761,287.3355,16.843,329.3805,1.773209995,0
17.02048968,49.29589835,287.3302,16.725,329.3752,4.749118673,2.374559337
17.0205159,49.29594153,287.2878,16.634,329.3328,0,0
17.0205401,49.29598394,287.2056,16.453,329.2506,0.270081258,0
17.02056394,49.29602604,287.0806,16.291,329.1256,1.402114808,0
17.02058823,49.2960684,286.9801,16.214,329.0251,8.112000292,1.184898919
17.02061336,49.29611122,286.9128,16.105,328.9578,2.378095182,0
17.02063856,49.29615301,286.9363,16.016,328.9813,0,0
17.02066391,49.29619463,286.9603,15.987,329.0053,4.278002233,0
17.02068905,49.29623678,286.9312,15.887,328.9762,1.081343765,0
17.02071461,49.29627951,286.8846,15.762,328.9296,1.187327381,1.187327381
17.02074016,49.29632138,286.8675,15.602,328.9126,0.668860529,0
17.02076589,49.29636397,286.961,15.499,329.006,3.258804802,0
17.02079092,49.29640565,287.0992,15.395,329.1442,1.189191167,2.378382334
17.02081544,49.29644744,287.176,15.284,329.2211,3.562268453,0
17.02084016,49.29648974,287.2297,15.224,329.2748,3.4782113,1.186421497
17.02086535,49.29653214,287.2686,15.13,329.3136,2.374559337,0
17.02089004,49.29657402,287.2481,15.069,329.2933,1.186898106,0.122602661
17.02091472,49.29661598,287.24,14.959,329.2851,2.372080972,1.186040486
17.02093864,49.29665649,287.2405,14.849,329.2855,4.570133265,1.188234649
17.02096345,49.29669839,287.2572,14.706,329.3023,2.374750195,0.746990516
17.02098817,49.29674042,287.2613,14.571,329.3063,1.205774828,0
17.0210133,49.29678267,287.2107,14.373,329.2557,2.374082326,0
17.02103786,49.29682425,287.1715,14.258,329.2165,1.187136554,1.187136554
17.02106309,49.29686671,287.177,14.163,329.2221,4.294694321,1.502729351
17.02108724,49.29690826,287.1965,14.13,329.2415,3.181711502,1.188712716
17.02111125,49.29694952,287.1894,14.096,329.2345,5.930440495,0
17.02113696,49.29699274,287.1278,14.033,329.1728,5.033953137,0.425547301
17.02116146,49.29703375,287.121,13.892,329.1661,2.374368509,1.187184255
17.02118706,49.29707663,287.1044,13.834,329.1494,2.374559337,1.187279668
17.02121188,49.29711795,287.0654,13.707,329.1104,1.716123292,0
17.02123618,49.29715907,287.04,13.567,329.0852,3.557121905,1.185707302
17.021261,49.29720087,286.9759,13.407,329.0212,3.56456059,0.670259256
17.02128565,49.2972429,286.8604,13.288,328.9054,5.343400979,1.187184255
17.0213095,49.29728493,286.7358,13.148,328.7808,2.338519125,0
17.02133398,49.29732705,286.5753,13.039,328.6205,3.568067508,1.187852472
17.02135741,49.29736706,286.3966,12.924,328.4416,4.873887152,1.18723196
17.02138308,49.29741025,286.2709,12.851,328.3161,3.440204975,1.187327381
17.02140785,49.29745243,286.1978,12.812,328.243,9.231297939,0
17.02143228,49.29749394,286.1106,12.748,328.1557,6.731511934,2.800542959
17.02145716,49.29753618,286.0332,12.691,328.0783,3.56413059,1.160080375
17.02148226,49.29757822,285.9425,12.563,327.9877,8.016190877,1.188712716
17.02150782,49.29762081,285.8483,12.434,327.8934,5.575786826,0
17.02153204,49.29766165,285.8436,12.367,327.8886,1.187566001,0
17.02155664,49.29770404,285.8684,12.277,327.9134,8.657551755,0
17.02158116,49.29774657,285.8712,12.243,327.9162,2.546116174,1.189861647
17.02160573,49.29778866,285.8592,12.207,327.9042,2.54084552,2.51324707
17.02163138,49.29783235,285.9039,12.144,327.9491,5.93020243,0
17.02165612,49.29787429,285.9555,12.049,328.0005,2.10296993,1.186707416
17.02168057,49.2979159,285.9588,11.949,328.0038,5.766252595,1.189861647
17.02170447,49.29795689,285.9794,11.842,328.0245,2.374273107,2.374273107
17.02172944,49.29799985,286.0263,11.75,328.0714,8.721341706,0.971862725
17.02175414,49.2980425,286.025,11.616,328.07,9.201571702,3.564847315
17.02178,49.29808666,286.0216,11.548,328.0666,8.229354228,0
17.02180571,49.29813034,286.0196,11.507,328.0647,4.568663355,1.187852472
17.0218317,49.29817429,286.0383,11.456,328.0835,3.886487082,1.189574206
17.02185716,49.29821786,286.0616,11.462,328.1069,6.551705259,0
17.02188656,49.29826846,286.0891,11.4,328.1341,4.633118015,2.377521087
17.02191374,49.29831561,286.0934,11.346,328.1384,9.198728063,0
17.02194182,49.29836468,286.0802,11.196,328.1252,8.972588906,2.375036539
17.02196991,49.29841352,286.0868,11.094,328.132,7.624801667,1.785367676
17.02199884,49.29846245,286.1209,10.965,328.1659,8.480581353,0
17.02202979,49.2985138,286.0549,10.913,328.1002,3.557264664,0
17.02206265,49.29856886,286.0411,10.77,328.0862,4.758680015,0
17.02209356,49.29862214,286.0605,10.685,328.1055,2.373224189,0.669370925
17.02212574,49.29867792,286.0742,10.672,328.1194,3.564703947,0
17.02215851,49.29873344,286.0945,10.596,328.1395,1.893731386,1.18589767
17.02219366,49.29879276,286.0916,10.489,328.1366,3.424277764,0
17.022229,49.29885317,286.0692,10.349,328.1142,2.373414833,1.224380668
17.02226454,49.29891407,286.008,10.196,328.053,3.556265593,1.185421864
17.02230033,49.29897494,285.9298,10.074,327.9748,3.381218701,0
17.02233588,49.29903585,285.8619,9.959,327.907,0.668860529,0
17.02237165,49.29909719,285.809,9.85,327.854,4.748164652,1.187041163
17.02240771,49.29915822,285.7753,9.706,327.8203,2.373891575,0
17.02244345,49.29921884,285.7648,9.642,327.8098,1.184708871,0
17.02247646,49.29927453,285.763,9.631,327.808,3.378501771,1.187041163
17.0224971,49.29930951,285.7653,9.556,327.8103,1.73933707,3.558407147
17.02251771,49.29932527,285.7755,9.599,327.8205,4.750454947,0
17.02255463,49.29932296,285.8209,9.593,327.8659,4.751983039,1.18799576
17.02259482,49.29930544,285.8064,9.492,327.8514,4.750454947,0
17.02263507,49.29928668,285.809,9.546,327.8539,5.814158786,0
17.02267061,49.29926519,285.7755,9.997,327.8203,1.185136564,0.668538575
17.02268078,49.29923364,285.7002,9.908,327.7449,0.669290285,0
17.02266738,49.29920208,285.7011,9.707,327.7461,1.716134001,0
17.02264892,49.29917237,285.7846,9.974,327.8291,1.453010198,0
17.02262358,49.29913024,286.0057,9.805,328.0505,1.184471398,1.184471398
17.02259755,49.29908646,286.1512,9.839,328.1959,4.631254631,0
17.02257091,49.29904291,286.1733,9.92,328.2182,2.372461922,0
17.02254521,49.29900042,286.029,10.01,328.074,3.941457896,0
17.02251936,49.2989567,285.8859,10.042,327.9308,2.37599152,0
17.02249536,49.29891557,285.7963,10.051,327.8412,3.375382695,1.185945271
17.02246975,49.29887198,285.7095,10.074,327.7543,1.18804353,0
17.02244407,49.29882918,285.6066,10.142,327.6516,5.933298768,0
17.02241895,49.29878626,285.4483,10.169,327.4932,4.748737019,0
17.02239436,49.29874416,285.3762,10.239,327.4211,5.747273238,1.185945271
17.02236842,49.2987003,285.3462,10.26,327.3911,5.819303024,0
17.02234405,49.2986583,285.2553,10.278,327.3003,4.571420212,0
17.0223179,49.29861402,285.2224,10.364,327.2671,7.121102566,1.186850428
17.0222916,49.29857052,285.1484,10.467,327.1932,3.490516013,1.3214405
17.02226632,49.29852858,285.1635,10.509,327.2083,1.187470542,1.647234777
17.02224222,49.29848747,285.2297,10.56,327.2747,4.746448379,0
17.02221735,49.29844518,285.4144,10.612,327.4593,5.753971153,2.374654762
17.02219305,49.29840494,285.6422,10.676,327.6871,10.05267602,1.18804353
17.02216762,49.29836346,285.8488,10.726,327.8938,5.512220465,1.189526312
17.0221427,49.29832289,286.078,10.706,328.123,2.370748609,0.850595807
17.0221174,49.29828101,286.2449,10.695,328.2895,0,0
17.02209204,49.29823874,286.2667,10.695,328.3117,6.505637999,1.187470542
17.02206743,49.29819824,286.2766,10.722,328.3215,1.18899974,0
17.0220423,49.29815712,286.3039,10.742,328.3485,3.38298705,0
17.02201744,49.29811602,286.2682,10.784,328.313,7.116884276,0
17.02199181,49.29807395,286.2526,10.9,328.2976,4.561877304,0.669075338
17.02196641,49.29803103,286.1558,10.95,328.2006,1.270210616,0
17.02194177,49.29798902,286.0442,11.034,328.0892,4.201997356,1.188521443
17.02191737,49.29794722,285.9892,11.075,328.034,3.515698157,1.185707302
17.02189236,49.29790428,285.9007,11.126,327.9457,7.1334243,0
17.02186791,49.29786299,285.7595,11.18,327.8045,2.373796211,1.186898106
17.02184313,49.297821,285.6471,11.19,327.6921,3.558550009,2.189876929
17.02181904,49.29777961,285.5326,11.198,327.5775,2.37761675,0
17.02179332,49.29773602,285.4567,11.193,327.5017,6.513860969,1.576889897
17.02176785,49.2976944,285.3717,11.279,327.4165,6.826928821,2.021154585
17.0217425,49.29765179,285.3604,11.317,327.4054,2.191918787,0
17.02171795,49.29760981,285.4325,11.433,327.4775,5.946673888,1.189334778
17.02169385,49.29756768,285.658,11.504,327.7029,1.273768793,1.188186863
17.02166985,49.29752591,285.8929,11.424,327.9377,2.37599152,0
17.02164542,49.29748308,285.9111,11.425,327.956,1.86494969,2.373891575
17.02162081,49.29744002,285.8731,11.456,327.918,0,0
17.02159618,49.29739707,285.8028,11.514,327.8478,1.187756967,1.461854728
17.02157222,49.29735522,285.735,11.547,327.7799,0,2.369892881
17.02154703,49.29731147,285.6798,11.699,327.7246,4.753512114,0
17.02152347,49.29727004,285.6583,11.819,327.7031,1.526903956,0
17.0215002,49.29722865,285.6103,11.92,327.6552,2.154189458,0
17.02147653,49.29718676,285.5189,11.983,327.5638,4.748737019,1.187184255
17.0214519,49.2971436,285.4412,11.989,327.4859,3.565851214,0
17.0214275,49.29710113,285.4599,12.041,327.5046,2.359607377,2.193311132
17.02140321,49.29705937,285.4425,12.108,327.4874,3.560837363,0
17.02137844,49.29701681,285.3091,12.194,327.3539,1.185279197,0
17.02135376,49.29697518,285.3147,12.199,327.3596,1.904125312,1.187088856
17.02132876,49.29693352,285.314,12.233,327.3588,2.376947268,0
17.02130365,49.2968912,285.2681,12.257,327.3131,0.642964507,0.669935954
17.02127912,49.2968493,285.2931,12.293,327.338,8.996326095,0
17.02125498,49.29680769,285.3533,12.445,327.3983,2.372652443,0
17.0212312,49.29676726,285.4966,12.567,327.5415,4.417440176,1.794394664
17.02120596,49.29672484,285.4888,12.603,327.5337,1.186659754,0
17.02118131,49.29668329,285.568,12.684,327.6125,5.747273238,1.185945271
17.02115644,49.29664166,285.6088,12.793,327.6538,3.561409661,0
17.02113119,49.29659951,285.6114,12.832,327.6564,2.281308376,2.377712421
17.02110617,49.29655729,285.6189,12.911,327.6638,2.607410408,0.669021623
17.02108114,49.29651485,285.5602,13.024,327.6052,3.441449673,1.187756967
17.0210566,49.29647353,285.5388,13.053,327.5838,2.374463919,0
17.02103152,49.29643186,285.5512,13.11,327.5961,6.846938962,2.373605507
17.02100649,49.29638973,285.6199,13.196,327.6648,1.186612095,2.571505544
17.02098268,49.29634827,285.6993,13.234,327.7441,0,0
17.02095821,49.29630652,285.7054,13.384,327.7503,2.301279123,0
17.02093368,49.29626529,285.6847,13.436,327.7297,1.211099015,0
17.02090889,49.29622342,285.7198,13.471,327.7647,4.741497219,1.185374305
17.02088476,49.29618164,285.5724,13.513,327.6174,0,0
17.02086103,49.29613993,285.488,13.579,327.533,1.185041495,0
17.02083619,49.29609855,285.3587,13.587,327.4036,0,0
17.02081105,49.29605731,285.3249,13.678,327.3697,2.188822414,0
17.02078515,49.29601574,285.2295,13.805,327.2742,2.37599152,0
17.02076077,49.29597571,285.1902,13.95,327.2347,1.185136564,0
17.02073615,49.29593476,285.1852,14.026,327.2302,0,1.186850428
17.02071185,49.29589288,285.2109,14.047,327.2554,4.75140989,0
17.02068685,49.29584891,285.2133,14.145,327.2581,2.372842994,0
17.0206623,49.29580528,285.1045,14.215,327.1494,2.370368209,0
17.02063866,49.29576274,284.9463,14.346,326.9911,4.121198721,2.322787537
17.0206143,49.29572009,284.9148,14.406,326.9594,5.711509663,0
17.02058981,49.29567796,284.974,14.546,327.0188,2.373796211,0
17.02056505,49.2956351,284.8461,14.615,326.8911,4.564075975,1.186659754
17.02054069,49.29559349,284.7678,14.635,326.8128,1.187804718,1.187804718
17.02051557,49.29555227,284.6962,14.809,326.7412,1.413331048,0
17.02049043,49.2955106,284.5889,14.936,326.6338,4.743209913,0
17.02046559,49.29546868,284.3852,14.887,326.4301,3.542789078,0
17.02044095,49.29542668,284.2879,14.941,326.3328,1.186326221,0
17.02041595,49.29538303,284.2498,15.04,326.2947,1.186612095,1.186612095
17.02039166,49.29534052,284.2196,15.086,326.2644,0,0
17.02036723,49.29529876,284.2357,15.3,326.2807,2.373033577,0
17.02034344,49.29525774,284.4056,15.408,326.4504,4.228178226,0.669021623
17.02031884,49.29521725,284.5297,15.595,326.5746,1.184898919,0
17.02029341,49.29517453,284.6498,15.815,326.6947,0,0
17.02026863,49.29513149,284.6314,15.91,326.6764,5.488602496,0
17.02024398,49.29509008,284.5405,15.913,326.5854,2.373796211,0.425051544
17.02022579,49.29505343,284.4904,16.302,326.5353,5.931631107,0
17.0202227,49.29501181,284.4519,16.295,326.4968,7.120244498,1.186707416
17.02023742,49.29496929,284.467,16.169,326.5118,3.560122249,1.186707416
17.02026119,49.29493462,284.3637,16.096,326.4083,2.369987931,0
17.0202842,49.29490336,284.3488,15.904,326.3935,2.372842994,0
17.02030622,49.29488283,284.3965,16.486,326.4414,4.669598902,0
17.02033535,49.29488184,284.1746,16.343,326.2192,4.567928755,1.187661476
17.02035765,49.29490497,283.976,15.89,326.0208,1.186421497,0
17.0203733,49.29493712,283.8836,15.858,325.928,3.555267083,1.185089028
17.02039105,49.2949736,283.8047,15.86,325.8491,4.746257758,0
17.02041362,49.29501683,283.7092,15.651,325.754,3.216116312,0
17.02043788,49.29506054,283.5247,15.529,325.5696,3.551587625,0
17.02046298,49.29510348,283.3777,15.445,325.4225,1.186326221,0.642267456
17.02048758,49.29514565,283.2381,15.279,325.2826,3.555267083,0
17.02051283,49.29518864,283.1358,15.182,325.1804,2.376278163,0
17.02053798,49.29523089,283.107,15.09,325.1519,4.739405606,1.184851401
17.02056384,49.29527361,283.1172,14.904,325.162,6.942414499,0
17.02058805,49.29531627,283.0984,14.743,325.1433,6.941856472,1.187422818
17.02061275,49.29535852,283.1108,14.661,325.1555,2.370653498,0
17.02063722,49.29539971,283.1739,14.472,325.2188,2.377234143,1.082198293
17.0206616,49.29544059,283.2594,14.352,325.3043,3.515818261,0
17.02068766,49.29548448,283.3228,14.302,325.3674,2.369892881,1.18494644
17.02071405,49.29552764,283.3171,14.187,325.3617,4.56737796,1.501144889
17.02073816,49.29557012,283.3255,14.014,325.3703,2.251951742,0
17.02076236,49.29561227,283.3697,13.885,325.4146,3.556122914,1.783071492
17.02078721,49.29565439,283.4181,13.777,325.4628,3.175861775,1.188234649
17.02081187,49.29569599,283.4937,13.658,325.5385,2.37103399,0
17.02083663,49.29573867,283.6047,13.573,325.6494,0,0
17.02086137,49.2957806,283.6825,13.499,325.7273,1.186850428,0
17.02088646,49.29582266,283.686,13.38,325.7307,2.373128879,1.816356334
17.02091101,49.29586501,283.7004,13.262,325.7452,2.371985753,0.669021623
17.02093595,49.29590744,283.7192,13.154,325.7641,1.188091304,1.188091304
17.02096045,49.29594905,283.7136,13.027,325.7585,4.564442627,0
17.02098465,49.29599104,283.6929,12.965,325.7374,5.777450186,0
17.02100897,49.29603358,283.6253,12.855,325.6702,0,0
17.02103314,49.29607523,283.5475,12.785,325.5924,3.436062479,0
17.02105871,49.2961176,283.5156,12.651,325.5602,1.399040658,1.220577301
17.02108466,49.29616,283.5294,12.489,325.5738,4.566505534,0.668645858
17.02110995,49.29620215,283.5722,12.366,325.6172,1.408818956,1.186373857
17.02113418,49.29624343,283.5868,12.322,325.6315,2.739074159,1.187756967
17.0211589,49.29628546,283.6189,12.232,325.6635,3.482900273,1.189622103
17.02118291,49.29632692,283.6437,12.155,325.6885,2.153156769,0.122558351
17.02120834,49.29636996,283.7049,12.069,325.7493,5.936398341,0
17.02123359,49.29641143,283.7867,11.997,325.8313,2.374368509,1.187184255
17.02125906,49.29645366,283.7778,11.881,325.8223,2.375513933,0
17.02128425,49.29649563,283.7272,11.725,325.772,3.558407147,0
17.02130917,49.29653783,283.6556,11.577,325.7001,2.372747715,0.4248638
17.0213333,49.29657933,283.5663,11.487,325.6109,1.187947993,1.187947993
17.02135754,49.29662147,283.4534,11.37,325.498,2.020902886,1.188234649
17.02138165,49.29666347,283.3801,11.286,325.4249,1.189717909,1.189717909
17.02140575,49.29670544,283.2677,11.212,325.3123,3.758832298,0
17.0214296,49.29674709,283.1759,11.078,325.2206,2.11785657,1.185754888
17.02145476,49.29678947,283.126,10.993,325.1706,3.761656947,0.972292528
17.02148018,49.29683126,283.0901,10.836,325.1347,1.184328959,0
17.02150497,49.29687295,283.0895,10.765,325.1343,2.38281045,2.374750195
17.02152956,49.29691438,283.0637,10.665,325.1083,4.534756554,0
17.02155419,49.29695612,283.0589,10.557,325.1037,3.269505481,0
17.0215792,49.29699807,283.06,10.465,325.1047,2.370883656,2.374845635
17.02160378,49.29703991,283.0037,10.377,325.0484,4.745114357,1.186278589
17.02162801,49.29708216,282.9601,10.329,325.0046,2.373891575,3.560837363
17.02165197,49.29712414,282.9506,10.252,324.9955,4.232944414,0
17.02167773,49.29716639,282.9909,10.168,325.0355,2.495155189,0
17.02170245,49.29720726,282.9936,10.163,325.0383,3.134680504,0
17.02172613,49.29724927,282.9666,10.056,325.0112,3.380267279,0
17.02174977,49.29729109,282.9073,9.985,324.9522,4.752747454,0
17.02177456,49.29733268,282.8914,9.842,324.9359,3.563414153,2.375609435
17.02179952,49.29737418,282.8438,9.698,324.8886,6.802351319,0
17.02182459,49.29741588,282.7836,9.538,324.8283,7.404275919,0.670825787
17.02185056,49.29745809,282.7873,9.412,324.8319,4.361842104,1.187661476
17.02187623,49.2975006,282.7483,9.305,324.7932,1.184661369,1.184661369
17.02190162,49.29754328,282.7185,9.231,324.7634,1.189526312,0.671014843
17.0219264,49.29758543,282.7282,9.128,324.7729,4.935561737,0
17.02195078,49.2976271,282.7331,9.083,324.7779,4.056337172,1.187041163
17.02197546,49.29766915,282.8053,9.018,324.85,4.75733911,0.670906798
17.02200092,49.29771153,282.8967,8.935,324.9413,2.373224189,2.373224189
17.0220254,49.29775305,282.9431,8.838,324.9878,2.37599152,0
17.02205087,49.29779654,282.9243,8.761,324.9689,3.255029669,0
17.02207571,49.29783779,282.9002,8.712,324.9451,2.449701688,1.185707302
17.02210121,49.29788038,282.8867,8.685,324.9316,7.013743277,3.567860711
17.0221255,49.29792104,282.851,8.658,324.8959,5.626315341,1.186088099
17.02215105,49.29796384,282.8377,8.568,324.8826,1.632377967,1.188569255
17.02217539,49.29800515,282.8297,8.514,324.8744,2.949477895,0
17.02219974,49.29804611,282.8656,8.428,324.9104,4.302123198,0
17.0222245,49.29808821,282.8694,8.348,324.9141,5.938068684,2.375227474
17.02224813,49.29812927,282.8503,8.254,324.8946,4.148864625,0
17.02227245,49.29817104,282.8687,8.173,324.9132,4.750645905,1.187661476
17.02229667,49.29821255,282.8992,8.076,324.9439,3.558407147,0
17.02232143,49.29825515,282.9289,7.998,324.9737,5.383095573,0
17.02234542,49.29829699,282.9406,7.925,324.9854,3.561409661,0
17.02236971,49.29834014,282.9379,7.895,324.9824,1.835688552,0
17.02239336,49.29838156,282.9173,7.87,324.9622,2.84635429,1.18804353
17.02241845,49.2984246,282.9438,7.809,324.9882,2.372938282,0
17.02244308,49.29846658,283.0351,7.764,325.0799,2.373319507,0
17.02246755,49.29850802,283.0984,7.7,325.1429,4.755042174,0
17.02249257,49.29855016,283.1272,7.612,325.172,1.187136554,1.713738153
17.02251758,49.29859273,283.1111,7.506,325.1557,2.318034815,1.186993473
17.02254201,49.29863486,283.0844,7.406,325.1291,5.120594623,0
17.02256685,49.298677,283.1245,7.337,325.1687,2.92840679,0
17.02259175,49.29871922,283.1607,7.179,325.2051,4.288164666,0
17.02261692,49.29876152,283.1848,7.077,325.2295,0,0
17.02264174,49.29880385,283.1775,7.028,325.2224,1.186993473,0.425085697
17.02266623,49.29884562,283.165,6.976,325.2098,1.519290043,1.187327381
17.02269119,49.29888782,283.1622,6.873,325.2066,3.260571115,0
17.02271438,49.29892721,283.1371,6.831,325.1817,8.634891262,1.188378029
17.0227397,49.29897044,283.1245,6.743,325.1692,3.975612124,0
17.02276413,49.29901172,283.0861,6.72,325.1309,2.195756043,1.186278589
17.022789,49.29905316,283.0077,6.645,325.0522,1.919975541,0
17.02281406,49.29909514,282.9572,6.578,325.0015,2.176417015,0
17.02283894,49.29913749,282.9268,6.514,324.9714,2.371700144,0
17.02285945,49.29917114,282.8929,6.544,324.9377,1.225562075,1.187852472
17.02288583,49.29919003,282.8676,6.689,324.9123,4.747401711,1.186850428
17.02292578,49.29918877,282.8724,6.62,324.9171,2.373510166,0
17.02296583,49.29917355,282.8243,6.523,324.8686,4.75121887,0
17.02300802,49.2991553,282.7755,6.642,324.8202,5.943085357,0
17.02304004,49.29913383,282.6651,7.052,324.7097,3.906880588,0
17.02304658,49.29910115,282.5822,6.867,324.6269,1.205875286,0.669909026
17.02303213,49.29907014,282.5525,6.82,324.5969,2.373414833,0
17.02301218,49.29903816,282.4711,6.971,324.5157,3.419286658,1.187136554
17.02298792,49.29899863,282.4515,6.918,324.4961,2.360671315,2.373986947
17.02296132,49.29895441,282.4441,6.909,324.4885,4.748070119,0
17.02293475,49.29891115,282.4455,7.005,324.4903,3.379723849,1.187470542
17.02290823,49.29886834,282.4639,7.047,324.5083,0,0
17.02288123,49.29882466,282.4018,7.102,324.4462,5.071549546,0
17.0228559,49.29878291,282.3227,7.186,324.3672,4.754659566,1.188664892
17.02282944,49.29873829,282.2672,7.282,324.3115,3.435627256,0
17.02280366,49.29869644,282.1087,7.336,324.1535,2.322712782,0
17.02277779,49.29865408,281.9943,7.442,324.0388,3.56413059,1.18804353
17.02275341,49.29861312,281.8788,7.466,323.9236,5.942129147,0
17.02272801,49.29856954,281.8638,7.509,323.9082,3.561409661,1.598068438
17.02270308,49.29852788,281.8777,7.639,323.9221,2.374082326,1.187041163
17.02267786,49.29848469,281.8108,7.698,323.8551,2.206748787,0.028345188
17.0226546,49.298443,281.7025,7.759,323.747,3.703634802,0
17.0226311,49.29840039,281.594,7.759,323.6383,2.374273107,1.187136554
17.02260802,49.29835812,281.5014,7.747,323.5458,3.561409661,0
17.02258387,49.29831493,281.3713,7.773,323.4159,5.943085357,0
17.02255923,49.2982713,281.3489,7.8,323.3934,0,1.157938545
17.02253548,49.2982292,281.375,7.865,323.4192,3.563557417,0
17.0225109,49.29818626,281.3299,7.882,323.3745,2.373796211,0
17.02248664,49.29814419,281.2929,7.934,323.3378,3.557550216,0
17.02246228,49.29810239,281.3058,7.954,323.3503,1.189526312,2.379052625
17.02243692,49.29805971,281.452,7.988,323.4964,0.642499638,2.373510166
17.02241273,49.29801829,281.6355,8.012,323.6797,3.563987279,0
17.02238876,49.29797747,281.833,8.07,323.8774,1.275897349,2.373796211
17.02236454,49.29793592,281.8983,8.125,323.9427,2.49754995,2.377521087
17.02234155,49.29789525,281.9543,8.142,323.9989,4.742258263,0
17.02231753,49.29785454,282.183,8.178,324.2274,3.5822028,1.187470542
17.02229242,49.29781278,282.4223,8.21,324.4667,0.669693682,0.68998743
17.02226776,49.29777119,282.5838,8.271,324.6281,3.5677171,1.189239033
17.02224231,49.29772852,282.6453,8.297,324.6896,1.727500222,1.186135716
17.02221722,49.29768668,282.6364,8.282,324.6807,2.375895987,0
17.02219296,49.29764484,282.6331,8.288,324.6779,4.750073078,1.18751827
17.0221688,49.2976025,282.5645,8.322,324.6092,1.185945271,1.185945271
17.02214424,49.29756068,282.4693,8.376,324.5136,3.798224442,0
17.02211901,49.29751804,282.3743,8.467,324.4187,3.525060055,0
17.02209493,49.29747665,282.3682,8.553,324.4125,0.689876549,1.186993473
17.02207016,49.29743428,282.2955,8.636,324.3398,3.442695271,1.188186863
17.0220449,49.29739162,282.2152,8.674,324.2598,5.169430556,0
17.02201977,49.29735027,282.2415,8.751,324.2862,4.746639014,1.186659754
17.02199398,49.29730884,282.0765,8.797,324.1212,2.351933489,0
17.02196779,49.29726639,282.0148,8.83,324.0595,3.564990694,0
17.02194357,49.29722601,282.037,8.859,324.0814,1.449354111,0
17.02191786,49.29718378,282.0455,8.919,324.0902,2.510955892,0
17.02189129,49.29714107,282.1145,8.983,324.1589,3.597539068,2.376756057
17.02186613,49.29709927,282.0198,9.022,324.0641,4.93174116,1.520575613
17.0218417,49.29705757,281.8878,9.038,323.9321,3.324417647,0.028407823
17.02181759,49.29701547,281.8083,9.106,323.8528,2.373319507,0
17.02179258,49.29697227,281.6772,9.166,323.7215,1.45686251,0
17.02176767,49.2969299,281.5777,9.259,323.6223,3.565707766,0
17.02174254,49.29688769,281.4018,9.331,323.4466,5.439838018,2.374941083
17.02171743,49.29684579,281.301,9.43,323.3455,1.782871522,0
17.02169294,49.29680502,281.2994,9.524,323.3442,4.634975961,1.187470542
17.02166788,49.2967622,281.2472,9.613,323.2914,1.18770922,0
17.02164356,49.29672141,281.2561,9.667,323.3004,2.373319507,1.186659754
17.02161905,49.29667976,281.2327,9.744,323.277,2.373700855,0
17.02159446,49.29663678,281.1959,9.761,323.2405,3.059288472,0
17.02157005,49.2965949,281.1475,9.786,323.1919,3.656687779,0
17.02154607,49.29655403,281.1539,9.86,323.1985,1.188951893,0.670690812
17.02152151,49.29651204,281.0996,9.978,323.1445,2.375227474,1.187613737
17.02149717,49.29646978,281.0956,10.082,323.1399,3.562841211,0
17.02147346,49.29642868,281.0777,10.141,323.1223,4.751791974,0
17.02144773,49.29638578,281.0192,10.208,323.0637,1.186373857,0.746360625
17.02142269,49.29634436,281.0078,10.293,323.0525,3.44338766,0
17.02139726,49.29630176,280.9782,10.348,323.0229,4.888255014,2.376947268
17.02137226,49.29625964,280.9655,10.375,323.0099,3.560694317,1.186898106
17.02134731,49.29621724,280.9935,10.444,323.038,2.140512446,1.185374305
17.02132234,49.29617532,281.0158,10.52,323.0606,2.377329783,1.188664892
17.0212971,49.29613329,281.0255,10.645,323.0698,2.474538052,0
17.02127245,49.29609191,281.0948,10.728,323.1395,0,0
17.02124754,49.29604956,281.0897,10.79,323.1345,4.358770802,0
17.0212227,49.29600722,281.0472,10.814,323.0919,1.457998602,2.374654762
17.02119804,49.29596476,281.039,10.881,323.0834,3.381898616,1.188234649
17.02117392,49.29592312,281.0178,10.971,323.0624,3.945106049,1.184328959
17.02114937,49.29588044,281.1462,10.987,323.1906,4.066808499,1.187375097
17.02112487,49.29583866,281.3387,11.075,323.3833,3.562554809,1.18751827
17.02109978,49.29579702,281.3138,11.166,323.3582,0,0
