longitude,latitude,altitude,lidar(m),height_wgs84(m),cs_photo,co_photo
17.01962122,49.29592105,292.0315,23.564,334.0774,1.367321094,0
17.01965017,49.29592521,291.9317,23.36,333.9772,3.088557007,0
17.01966787,49.29594954,291.8963,22.567,333.9422,1.676463803,2.374845635
17.0196821,49.29598252,292.0232,22.567,334.0688,1.496894116,0
17.01970004,49.29602028,292.0123,22.256,334.058,1.188664892,0
17.01972288,49.29606329,291.9668,22.059,334.0125,2.374273107,0
17.0197475,49.29610785,291.933,21.911,333.9786,1.200513961,1.186993473
17.01977291,49.29615275,292.0029,21.745,334.0486,4.4558834,0.669021623
17.01979793,49.29619603,292.0375,21.594,334.0835,3.55797863,0
17.01982268,49.29623897,292.0434,21.513,334.0894,4.434793992,0
17.01984688,49.2962825,292.0798,21.302,334.1257,2.375036539,2.375036539
17.01987134,49.29632576,292.1695,20.988,334.2152,1.810724418,2.34342236
17.01989617,49.29636799,292.2217,20.838,334.2672,3.372945694,0
17.01992104,49.29641093,292.2643,20.733,334.3099,3.559550365,0
17.01994541,49.29645335,292.332,20.63,334.3777,3.561982143,0
17.01996971,49.29649526,292.3457,20.475,334.3915,2.193487536,2.376278163
17.01999452,49.29653764,292.309,20.37,334.3547,2.373224189,0
17.02001888,49.29657962,292.257,20.327,334.3028,4.746639014,1.186659754
17.02004305,49.29662092,292.185,20.18,334.2307,7.122246978,0
17.02006832,49.29666398,292.1168,20.009,334.1627,0,0.851689249
17.02009227,49.29670605,292.0694,19.88,334.1152,3.563414153,0
17.02011638,49.29674889,292.0429,19.703,334.0887,3.417554228,0
17.02014021,49.2967908,291.994,19.643,334.0399,4.746257758,2.373128879
17.02016481,49.29683257,291.9258,19.526,333.9717,0,1.186135716
17.02018944,49.2968746,291.9128,19.336,333.9586,2.372938282,0
17.02021394,49.29691672,291.8755,19.15,333.9214,2.976447576,1.190149226
17.02023835,49.29695874,291.8597,18.991,333.9056,2.369607775,0
17.02026307,49.2970014,291.8382,18.845,333.8839,3.444080327,0
17.02028805,49.29704431,291.8033,18.704,333.8491,3.549157124,1.186373857
17.02031253,49.29708606,291.7453,18.624,333.7912,2.678322991,0
17.02033752,49.29712888,291.7082,18.523,333.754,3.460863339,0
17.02036187,49.29717094,291.6715,18.417,333.7175,1.188330231,2.376660463
17.02038597,49.29721241,291.614,18.314,333.6598,3.241517882,4.565621613
17.02041098,49.29725568,291.565,18.138,333.6106,5.94906865,0.426095686
17.0204355,49.29729835,291.5536,17.987,333.5995,4.677183878,1.188856211
17.02045876,49.2973393,291.5134,17.835,333.5593,2.213285754,3.57030386
17.0204836,49.29738249,291.4627,17.749,333.5085,10.13630674,2.384236164
17.02050785,49.29742511,291.455,17.667,333.5007,6.114121312,1.190245117
17.02053231,49.29746707,291.4532,17.57,333.4988,8.283595827,5.596042772
17.02055661,49.2975084,291.4124,17.452,333.4583,5.727911035,4.705971627
17.02058114,49.29755085,291.4217,17.285,333.4674,8.46971911,6.77733107
17.0206049,49.29759224,291.4618,17.19,333.5076,14.31148567,10.40509557
17.0206293,49.29763452,291.4844,17.081,333.5301,8.757168727,11.71499865
17.02065408,49.29767678,291.522,16.955,333.5677,24.73194043,16.43936876
17.02067813,49.29771782,291.4833,16.798,333.5292,9.498265421,12.70690875
17.02070273,49.29776075,291.3653,16.687,333.4112,20.6727092,16.71485994
17.0207269,49.29780293,291.2646,16.579,333.3104,12.1257833,4.702873492
17.02075103,49.29784466,291.1379,16.509,333.1836,13.2404733,11.3298572
17.02077523,49.297886,291.0306,16.434,333.0763,18.24411452,4.675685925
17.02079978,49.2979283,290.9437,16.344,332.9896,6.350545758,4.774251361
17.02082407,49.2979702,290.8816,16.301,332.9274,8.305621565,1.191060814
17.02084846,49.29801222,290.7967,16.183,332.8426,7.874638014,1.190868785
17.02087246,49.29805424,290.7526,16.041,332.7985,6.332939005,4.754850862
17.0208969,49.29809581,290.7788,15.909,332.8246,7.706562839,2.381449607
17.02092166,49.29813737,290.8105,15.826,332.8563,6.08515951,4.759829964
17.02094594,49.29817898,290.8068,15.725,332.8525,6.550212829,1.189191167
17.0209706,49.29822088,290.8,15.619,332.8458,5.555805852,0.669612964
17.02099534,49.29826291,290.8221,15.502,332.868,4.59291826,1.190101287
17.0210196,49.2983051,290.8181,15.467,332.8638,7.896989248,2.378190892
17.02104362,49.29834682,290.7817,15.441,332.8274,11.19989871,3.560837363
17.02106834,49.29838932,290.7617,15.376,332.8074,4.273361376,0
17.02109218,49.29842931,290.7464,15.279,332.7923,6.484482203,1.189717909
17.02111735,49.29847088,290.7319,15.084,332.7779,10.43062297,1.189717909
17.02114401,49.29851531,290.6693,15.041,332.7152,3.563987279,1.18799576
17.02116893,49.29855727,290.6342,15.01,332.6799,7.539057259,0
17.02119321,49.29859843,290.6231,14.902,332.6689,11.202599,0
17.02121789,49.29864063,290.638,14.792,332.6839,5.769970509,2.450165859
17.0212418,49.29868149,290.6155,14.704,332.6614,4.078163876,0
17.02126668,49.29872382,290.5878,14.634,332.6333,5.798079854,2.375609435
17.02129184,49.29876652,290.5512,14.604,332.5972,4.001012576,1.186612095
17.02131613,49.29880843,290.5212,14.561,332.567,4.624744574,1.186612095
17.02133997,49.29884992,290.5211,14.47,332.567,3.50958629,1.18799576
17.02136429,49.29889245,290.5424,14.36,332.5881,4.566093287,0
17.02138741,49.29893352,290.4972,14.254,332.5431,3.663223472,2.372938282
17.02141149,49.29897531,290.4248,14.157,332.4705,3.564847315,1.188282438
17.02143684,49.29901838,290.3818,14.025,332.4277,1.186755083,0
17.02146278,49.29906001,290.4283,13.932,332.4741,5.462789466,1.186373857
17.02148764,49.29910116,290.3949,13.796,332.4407,3.373486946,0
17.0215121,49.2991428,290.3605,13.765,332.4062,4.665844092,0
17.02153605,49.29918385,290.2805,13.717,332.3259,1.187279668,0
17.02155998,49.29922585,290.2572,13.679,332.3031,3.556693698,0
17.02158529,49.29926894,290.2866,13.595,332.3323,3.436752202,0
17.0216103,49.29931035,290.2618,13.52,332.3076,1.605665085,1.18656444
17.02163478,49.29935183,290.2098,13.441,332.2558,1.185421864,1.185421864
17.02165933,49.29939303,290.1251,13.441,332.171,3.513734243,0
17.02168438,49.29943469,290.0625,13.357,332.1082,6.012734559,1.186993473
17.02170952,49.2994771,290.0777,13.156,332.1232,4.743209913,0
17.0217345,49.29951871,290.0677,13.112,332.1132,7.007537673,1.188234649
17.0217564,49.29955429,290.1594,13.251,332.2053,3.558407147,0
17.02178105,49.2995745,290.1462,13.452,332.1919,4.747020332,0
17.02181956,49.29957644,290.085,13.474,332.131,3.558121458,0
17.02185968,49.29956286,290.0857,13.247,332.1314,2.471183487,1.821217313
17.02190172,49.29954551,290.1739,13.256,332.2196,1.186707416,2.614501349
17.02193576,49.29952518,290.1393,13.891,332.1852,1.186183336,0
17.02194693,49.29949399,290.1098,13.723,332.1555,3.762798531,1.185612141
17.02193416,49.29946189,290.133,13.441,332.1785,2.680067002,0
17.02191548,49.29943145,290.069,13.763,332.1147,5.572649073,1.564203728
17.02189097,49.2993923,290.0835,13.628,332.1288,5.939262362,1.187852472
17.02186461,49.29934907,290.0585,13.722,332.1043,1.629110668,1.185041495
17.02183893,49.29930584,290.0413,13.836,332.0868,5.757673242,1.526240367
17.02181444,49.29926372,289.9636,13.903,332.0091,0.670178401,1.18804353
17.02178969,49.29922008,289.9627,13.93,332.0083,2.371224281,0
17.02176562,49.29917908,290.1049,13.959,332.1507,5.292619888,0
17.02173944,49.29913641,290.2561,13.956,332.3018,0.641417555,2.369512755
17.02171307,49.29909291,290.4375,14,332.4832,1.186088099,1.186088099
17.02168734,49.29904991,290.5293,13.988,332.5748,1.647251409,1.360337039
17.02166221,49.29900703,290.4538,14.02,332.4991,3.375382695,1.185945271
17.02163842,49.29896465,290.3489,14.081,332.3945,2.378190892,0
17.02161442,49.29892218,290.303,14.109,332.3487,2.375609435,1.187804718
17.02158955,49.29887997,290.3607,14.155,332.4066,3.555980247,0.850561682
17.02156487,49.29883795,290.4911,14.198,332.5368,3.563987279,2.37599152
17.02153963,49.29879504,290.533,14.168,332.5784,5.778271817,1.758549349
17.02151453,49.29875252,290.5964,14.25,332.6422,4.221697194,1.18770922
17.02149051,49.29871048,290.6215,14.376,332.6668,6.568385369,3.564417245
17.0214662,49.29866813,290.5628,14.465,332.6088,6.335684142,2.377425431
17.02144242,49.29862698,290.5252,14.535,332.5703,9.255064712,0
17.02141832,49.29858455,290.6077,14.531,332.6535,7.077361748,1.189526312
17.021395,49.29854266,290.7244,14.643,332.7701,9.534150405,1.189909567
17.02137116,49.29850102,290.7456,14.72,332.7913,14.60755192,1.19182955
17.02134675,49.29846003,290.7153,14.831,332.7608,17.34533337,0
17.02132164,49.29841839,290.7638,14.934,332.8094,19.71307447,3.597614458
17.02129719,49.29837734,290.8519,14.973,332.8977,13.43813734,0
17.02127235,49.29833567,290.9267,14.934,332.9723,24.15479201,0
17.02124748,49.2982935,290.9654,14.952,333.0109,10.0263753,1.191877629
17.02122246,49.29825072,290.8262,15.014,332.8717,9.966898923,0
17.02119837,49.29820863,290.7586,15.116,332.8041,11.57813658,2.376564877
17.02117495,49.2981667,290.776,15.212,332.8217,3.476309459,0
17.02115099,49.29812389,290.8711,15.304,332.9168,6.89214406,0.670933806
17.02112746,49.29808225,291.0854,15.397,333.1309,6.216137587,0
17.02110314,49.29804014,291.2972,15.485,333.3429,10.70013645,1.18890405
17.02107756,49.29799751,291.2867,15.518,333.3323,9.177627229,5.767646251
17.02105285,49.29795543,291.2541,15.515,333.2996,5.302416067,1.188617071
17.02102835,49.29791423,291.2423,15.59,333.2879,9.064904718,3.571023071
17.02100309,49.29787191,291.235,15.618,333.2805,6.549108255,3.387673854
17.02097727,49.29782861,291.1208,15.671,333.1665,11.9904243,1.19182955
17.02095186,49.29778603,290.9924,15.725,333.0381,13.52155566,0.692484541
17.02092738,49.29774437,290.9456,15.861,332.9914,14.92001159,3.761386456
17.02090259,49.29770259,290.8296,15.95,332.8752,11.80308916,2.387222118
17.02087678,49.29766016,290.7181,15.992,332.7636,11.64165564,5.600111635
17.02085049,49.29761826,290.6432,16.053,332.689,8.463881857,10.04028714
17.02082469,49.29757643,290.5132,16.146,332.5588,9.449420884,5.397370868
17.02079905,49.29753436,290.4402,16.245,332.4857,3.860559405,7.766928415
17.02077375,49.29749228,290.3865,16.272,332.4322,5.69559917,2.38356295
17.02074869,49.29745069,290.3919,16.426,332.4374,1.481579054,1.189478423
17.02072512,49.29741045,290.3893,16.466,332.4351,7.220691612,7.65813593
17.02070224,49.29736963,290.5426,16.547,332.5878,3.174110754,2.916921469
17.02067924,49.29732821,290.6937,16.652,332.7393,6.826379569,1.188521443
17.02065445,49.29728454,290.7366,16.805,332.7824,4.577128273,2.380106702
17.02062996,49.29724282,290.816,16.876,332.8617,5.752352986,2.376595724
17.02060491,49.29720042,290.7554,16.918,332.8011,6.686903665,0
17.02057973,49.29715801,290.6268,16.977,332.6724,4.632745219,2.377329783
17.02055478,49.29711601,290.4989,16.993,332.5443,3.657785466,2.376564877
17.02052954,49.29707372,290.4374,17.04,332.4832,2.376373727,1.188186863
17.02050476,49.29703231,290.3521,17.221,332.3978,3.050144685,0
17.02047973,49.29699122,290.2737,17.313,332.3191,4.954385405,2.374941083
17.0204543,49.29694918,290.2295,17.383,332.2753,4.754659566,2.377329783
17.02042878,49.29690739,290.1638,17.54,332.2097,1.186469141,0
17.02040338,49.29686549,290.0074,17.676,332.053,2.379244206,1.189622103
17.02037831,49.29682366,289.9717,17.862,332.0176,2.373796211,1.186898106
17.02035318,49.29678246,289.9184,17.935,331.9641,3.559836284,0
17.02032858,49.29674127,289.95,18.106,331.9956,1.185754888,1.185754888
17.02030421,49.29669974,289.9481,18.15,331.9936,2.196048577,1.189526312
17.02028021,49.2966584,289.9265,18.273,331.972,0,0
17.02025621,49.29661696,289.8922,18.325,331.9378,3.328243757,0
17.02023299,49.29657656,290.0548,18.383,332.1003,4.750264005,0
17.02020887,49.29653663,290.1655,18.403,332.211,4.751600924,0
17.02018583,49.29649749,290.2291,81.883,332.2748,1.185707302,0
17.02016516,49.29646032,290.2689,18.637,332.3144,3.563700693,0
17.02014496,49.29642396,290.2779,18.762,332.3235,0,0
17.02012375,49.2963878,290.2824,18.889,332.3278,0,2.514599143
17.02010065,49.29635002,290.1978,18.991,332.2437,1.186898106,0
17.02007618,49.2963108,290.1491,18.998,332.1947,1.184376435,0
17.02005082,49.29626975,290.189,19.062,332.2343,0,0
17.02002438,49.29622667,290.1406,19.136,332.1861,1.513724466,1.364218546
17.01999749,49.29618355,290.1024,19.256,332.1479,0.122553429,0
17.01997121,49.2961404,290.03,19.299,332.0756,8.13385585,1.188091304
17.01994547,49.29609799,289.9506,19.591,331.996,3.555837591,0
17.01992015,49.29605609,289.8169,19.719,331.8625,2.372842994,1.186421497
17.01989623,49.29601408,289.8557,19.834,331.9014,2.191196503,2.373796211
17.01987143,49.29597134,289.9602,19.904,332.0056,2.419747706,0
17.01984595,49.29592906,290.0435,19.943,332.089,3.561266569,0
17.01982029,49.29588581,290.0829,20.019,332.1285,1.18589767,0
17.01979569,49.29584362,290.1498,20.19,332.1953,1.187947993,0
17.01977112,49.29580135,290.1549,20.26,332.2004,9.191221227,0
17.01974965,49.2957634,290.0365,20.783,332.0822,2.372557179,1.186278589
17.01974209,49.29572518,289.8526,21.258,331.898,5.626541216,1.186135716
17.01975232,49.29568093,289.8215,20.895,331.8672,0.028400976,0
17.01977428,49.29564262,289.8402,20.852,331.8856,2.375513933,0
17.01979905,49.29560981,289.7895,20.692,331.8349,5.933775415,0
17.01982175,49.29558493,289.8634,21.138,331.9089,1.981266679,0
17.01985254,49.29557806,289.8934,21.105,331.9387,1.899667639,0
17.01987862,49.29559515,289.7745,20.624,331.82,2.190756468,1.186659754
17.019894,49.29562464,289.6894,20.269,331.7349,4.407416352,0.746510503
17.01991029,49.29565911,289.6026,20.328,331.6478,3.555694947,0
17.01993266,49.29570131,289.4947,20.055,331.5405,1.187661476,0
17.01995785,49.29574617,289.4016,19.85,331.4467,3.558978664,0
17.01998423,49.29579027,289.388,19.56,331.4334,1.186516788,1.186516788
17.02001077,49.29583309,289.3896,19.318,331.435,1.04637159,0
17.02003627,49.29587562,289.3631,19.217,331.4086,1.186945788,0
17.02006126,49.29591869,289.3555,19.121,331.4009,0,2.372271432
17.02008555,49.29596103,289.3562,18.977,331.4015,1.186135716,0
17.02011032,49.29600382,289.3551,18.844,331.4003,2.371700144,0.668941066
17.02013499,49.29604612,289.3306,18.72,331.3759,2.374082326,0
17.0201582,49.29608703,289.3145,18.709,331.3601,2.373891575,0
17.0201817,49.29612929,289.2835,18.661,331.329,0,0
17.02020695,49.29617272,289.2922,18.587,331.3375,0,0
17.02023134,49.29621514,289.2353,18.416,331.2806,2.371700144,0
17.02025583,49.29625783,289.2385,18.357,331.2842,3.841685245,2.609390395
17.02028085,49.29630054,289.2262,18.274,331.2715,3.47976627,0
17.02030419,49.29634178,289.1848,18.101,331.2298,1.186278589,0.669182794
17.02032891,49.29638489,289.1119,18.041,331.1577,1.813459521,0
17.02035452,49.29642879,289.0178,17.96,331.0631,6.387292794,0.85240835
17.02037886,49.29647049,288.9676,17.824,331.0129,3.558835768,0
17.02040373,49.29651385,288.9381,17.715,330.9835,1.632392128,0
17.02042834,49.29655491,288.956,17.621,331.0017,7.130268171,1.188378029
17.02045394,49.29659662,288.9903,17.484,331.0358,3.242604045,0
17.02047905,49.29663812,289.0726,17.351,331.118,2.282717015,0
17.0205046,49.29668152,289.1597,17.262,331.2052,0,1.470282038
17.02052988,49.29672374,289.2095,17.181,331.2546,3.386518984,1.186945788
17.02055576,49.29676609,289.2527,17.116,331.2981,6.623486135,1.186373857
17.02057998,49.29680683,289.28,17.016,331.3255,2.191548658,1.187088856
17.02060448,49.29684925,289.2878,16.934,331.3333,3.377144943,0
17.02062853,49.29689123,289.2731,16.846,331.3186,5.088184033,1.362702684
17.02065268,49.29693295,289.2358,16.709,331.2812,1.73982136,3.561839005
17.02067779,49.29697605,289.2268,16.582,331.2723,3.564990694,2.376660463
17.02070211,49.29701829,289.3258,16.45,331.3714,2.375036539,2.33147078
17.02072635,49.29705938,289.3809,16.302,331.4266,1.188091304,0
17.02075136,49.29710074,289.4454,16.128,331.4906,2.372842994,0
17.02077596,49.2971416,289.51,15.999,331.5554,4.562976375,1.635306104
17.02080279,49.29718558,289.5385,15.912,331.5837,3.586693881,2.379819134
17.02082751,49.29722642,289.5409,15.832,331.5861,2.407568855,3.565420903
17.0208523,49.29727001,289.5011,15.729,331.5465,5.140792214,1.187852472
17.02087648,49.29731223,289.455,15.67,331.5009,5.942129147,3.565277488
17.02090093,49.29735384,289.4113,15.597,331.4567,7.002791344,5.947871028
17.02092565,49.29739577,289.4067,15.441,331.4519,5.807669839,1.187566001
17.02095061,49.29743814,289.4205,15.277,331.4661,13.78433329,2.370569806
17.02097539,49.29748017,289.394,15.174,331.4395,1.209154705,4.765011619
17.02100068,49.29752271,289.3202,15.091,331.3655,7.007277884,7.936468928
17.021025,49.29756339,289.2177,15.019,331.2633,8.291851184,4.761747781
17.02105038,49.29760546,289.1242,14.947,331.1695,6.549657325,3.908214708
17.02107522,49.29764754,289.0624,14.893,331.1075,9.883547619,3.573470555
17.02109985,49.29768937,289.0182,14.818,331.0639,5.730384639,3.567429914
17.02112467,49.29773105,289.0097,14.682,331.055,5.232393137,5.830558476
17.02115018,49.2977731,289.0375,14.592,331.0828,5.246614198,2.3778081
17.02117512,49.29781371,289.0062,14.478,331.0516,3.607612635,1.190580857
17.02119928,49.29785372,288.9666,14.357,331.0119,6.535017257,2.374082326
17.02122523,49.29789684,288.9403,14.238,330.9856,4.211042404,2.940426576
17.02124936,49.29793765,288.9175,14.111,330.9627,4.509270548,1.482750667
17.0212745,49.2979805,288.8746,14.043,330.9199,6.83105103,1.189334778
17.02129911,49.29802246,288.7959,14.021,330.8413,1.211485379,1.188378029
17.02132392,49.29806377,288.7621,13.971,330.8076,5.638283205,0
17.02134921,49.29810548,288.7646,13.932,330.8102,7.819151236,0
17.02137607,49.29815203,288.7907,13.864,330.836,7.849101782,1.596524374
17.0214023,49.29819617,288.8084,13.772,330.8539,9.210393729,1.188521443
17.02143008,49.29824236,288.8315,13.657,330.8767,7.640510251,0
17.02145704,49.29828759,288.8572,13.504,330.9024,25.09649646,1.192743714
17.02148298,49.29833152,288.8704,13.396,330.9156,24.34575499,1.309012388
17.02150918,49.29837558,288.9169,13.269,330.9625,28.8033483,0
17.02153649,49.29842054,288.9764,13.157,331.0218,41.10838649,1.19418999
17.02156222,49.29846375,289.0133,13.079,331.0589,33.43382387,0
17.02158868,49.29850822,289.0292,13.023,331.0746,16.24964195,0
17.02161411,49.29855206,289.0793,12.948,331.1245,14.55427595,0
17.02163877,49.29859452,289.0627,12.803,331.108,7.369224271,0.122775286
17.02166344,49.29863728,288.9784,12.643,331.0239,5.969615124,0
17.02168874,49.29868164,288.8831,12.469,330.9287,6.163144957,3.563127659
17.02171328,49.29872418,288.8261,12.387,330.8715,3.562125292,1.187375097
17.02173876,49.29876721,288.8035,12.305,330.8488,1.753994636,2.37962746
17.02176457,49.29881156,288.8236,12.226,330.869,2.359136569,1.353089482
17.02179012,49.2988559,288.8399,12.202,330.8854,4.751791974,0
17.02181562,49.29890035,288.8267,12.274,330.8722,2.370558394,0
17.0218408,49.29894473,288.7704,12.26,330.816,3.562984429,1.187661476
17.0218662,49.2989892,288.7603,12.159,330.8058,0.697460352,0
17.02189076,49.29903348,288.7246,12.071,330.7701,2.372938282,0
17.02191667,49.2990775,288.7055,12.048,330.751,4.741306996,0
17.02194188,49.29912058,288.6859,11.934,330.731,2.935602253,0
17.02196673,49.29916275,288.6866,11.846,330.7319,2.460532925,1.186659754
17.02199158,49.29920414,288.7114,11.787,330.7569,7.112816566,0
17.02201656,49.29924521,288.658,11.688,330.7033,4.836105028,0
17.0220415,49.29928687,288.6825,11.616,330.728,6.936838262,0
17.02206634,49.29932876,288.7261,11.608,330.7717,0,1.187756967
17.02209052,49.29937038,288.6956,11.534,330.7408,2.473031421,0
17.02211418,49.29941096,288.7125,11.519,330.7579,4.520395098,1.187375097
17.02213462,49.29944014,288.6829,11.567,330.7281,2.370463298,0
17.02216658,49.29945224,288.6745,11.777,330.7196,3.33592896,0
17.02220883,49.29944385,288.7378,11.517,330.783,1.782884431,1.185802478
17.02225009,49.29942622,288.727,11.518,330.7721,4.413712827,1.187136554
17.02229125,49.29940759,288.8048,11.739,330.8501,2.372747715,1.186373857
17.02231743,49.29938271,288.8783,12.287,330.9235,2.374845635,1.187422818
17.02231487,49.29934978,289.0127,11.701,331.0577,1.188425829,2.376851659
17.02229745,49.29932074,289.0824,11.938,331.1277,1.185992877,1.185992877
17.02227491,49.29928594,289.1011,11.929,331.1462,1.818093484,0
17.02224902,49.29924472,289.0684,11.931,331.1138,2.373414833,1.186707416
17.02222244,49.29920131,289.0307,12.054,331.0759,4.868639975,1.187566001
17.02219568,49.2991581,289.0532,12.193,331.0985,6.357332665,0
17.02217023,49.29911495,289.0498,12.23,331.0949,1.597068887,0
17.02214519,49.29907168,288.9121,12.244,330.9573,3.561552764,0
17.02212018,49.29902861,288.7203,12.278,330.7654,0,0
17.02209533,49.29898556,288.5721,12.348,330.6175,5.273309791,1.593351436
17.02207004,49.29894225,288.4803,12.415,330.5255,3.558978664,0.669209663
17.02204458,49.29889905,288.4817,12.484,330.527,5.924257007,0
17.02201894,49.29885548,288.4941,12.518,330.5393,4.754085771,2.523467566
17.02199323,49.29881232,288.5169,12.6,330.5621,1.186135716,0
17.02196801,49.29876992,288.5748,12.678,330.6198,3.375382695,0
17.02194394,49.29872852,288.6984,12.817,330.7435,0,0
17.02191984,49.29868752,288.8371,12.819,330.8821,1.609284359,0.454350297
17.02189421,49.29864593,288.8773,12.792,330.9225,2.374654762,0
17.02186847,49.29860377,288.8236,12.762,330.8689,6.574015066,1.186659754
17.02184391,49.29856167,288.7339,12.777,330.7792,2.796459645,1.190005419
17.02181983,49.29851985,288.6072,12.769,330.6523,13.45691777,0
17.02179559,49.29847806,288.4335,12.824,330.4789,6.664774227,0
17.02177101,49.29843608,288.2729,12.929,330.3181,13.61590924,0
17.02174623,49.29839367,288.1006,13.041,330.1458,10.23049457,1.191012801
17.02172202,49.29835124,288.0146,13.127,330.0597,8.400558906,0
17.02169772,49.29830905,288.0612,13.253,330.1065,16.33956986,0.426559487
17.02167258,49.29826699,288.0426,13.411,330.0879,16.27163347,1.693401045
17.02164765,49.29822496,287.9405,13.449,329.9857,10.98774,1.187041163
17.02162289,49.29818281,287.8447,13.529,329.8898,7.691555915,0
17.02159929,49.2981408,287.868,13.512,329.9132,9.219369713,1.190580857
17.02157575,49.29809884,287.9389,13.485,329.9844,7.804716244,0
17.02155194,49.29805728,288.0051,13.497,330.0506,3.310354912,0
17.02152787,49.29801553,287.9749,13.48,330.02,3.561409661,0
17.02150309,49.29797365,287.9477,13.487,329.9928,3.5677171,0
17.02147837,49.29793223,288.0382,13.506,330.0834,6.992071599,2.371224281
17.02145334,49.29789032,288.044,13.612,330.0891,4.573628095,0
17.02142837,49.29784836,287.9947,13.705,330.0399,2.915419658,3.566999221
17.02140417,49.29780643,287.9141,13.685,329.9592,4.254605067,0
17.0213801,49.2977645,287.8684,13.775,329.9136,3.569297452,0
17.0213559,49.29772236,287.8284,13.861,329.8735,4.265889243,1.641079227
17.02133163,49.29768001,287.7798,13.9,329.8251,5.764627514,3.568578937
17.02130718,49.29763774,287.775,14.006,329.8204,6.023828638,4.760980469
17.02128247,49.29759584,287.8105,14.067,329.8556,8.026524765,1.190245117
17.02125717,49.29755297,287.8276,14.126,329.8726,8.53597906,1.303251464
17.02123218,49.297511,287.8594,14.239,329.9048,5.823199009,2.376660463
17.0212069,49.29746884,287.8355,14.365,329.8808,2.195783364,2.378765311
17.02118184,49.29742675,287.8495,14.444,329.8946,1.189478423,0
17.02115679,49.297385,287.8125,14.503,329.8576,3.573614629,1.191204876
17.02113141,49.29734346,287.8416,14.595,329.8869,0.970908316,0
17.02110611,49.29730124,287.8642,14.635,329.9094,5.475284068,1.19259858
17.02108075,49.29725867,287.7955,14.681,329.8406,2.497740885,1.187422818
17.02105534,49.29721623,287.7165,14.75,329.7619,3.217649763,0
17.02103032,49.29717422,287.7108,14.881,329.756,2.517425279,0
17.02100513,49.29713173,287.6839,14.924,329.729,3.562984429,0
17.02097994,49.2970898,287.6946,15.023,329.7398,5.188258737,0
17.02095466,49.2970485,287.8133,15.151,329.8585,4.563342849,1.186469141
17.02092983,49.29700728,287.9941,15.237,330.0393,3.406134244,1.892052565
17.02090423,49.29696488,288.1422,15.362,330.1874,1.720621837,2.373796211
17.02087848,49.29692266,288.2104,15.484,330.2557,3.557121905,1.185707302
17.02085345,49.29688084,288.1501,15.517,330.1953,3.56384398,0
17.02082803,49.29683856,288.2,15.619,330.2452,3.941281258,1.710468065
17.0208026,49.29679663,288.2717,15.636,330.317,5.935444282,0
17.02077729,49.29675433,288.3257,15.668,330.371,2.371700144,2.370570445
17.02075171,49.29671205,288.3616,15.737,330.4068,7.133998441,0
17.02072653,49.29667027,288.3469,15.905,330.3921,5.656121215,0
17.02070298,49.29662916,288.3605,16.011,330.4059,2.683951313,0
17.02067985,49.29658785,288.4056,16.162,330.4511,2.371985753,1.185992877
17.02065526,49.2965455,288.2763,16.233,330.3214,3.550089757,1.479365779
17.02063013,49.29650311,288.2172,16.3,330.2624,1.188378029,0.028439816
17.0206058,49.29646159,288.1346,16.407,330.18,3.558835768,0.8512447
17.02058066,49.29641896,288.0755,16.515,330.1208,3.558407147,0
17.02055619,49.29637738,288.0599,16.606,330.1051,1.187470542,0
17.02053197,49.29633596,288.0796,16.663,330.1247,1.795183385,1.186898106
17.02050689,49.29629385,288.1133,16.717,330.1586,1.188234649,1.188234649
17.02048119,49.29625192,288.1609,16.788,330.2065,5.571977157,0
17.02045599,49.29621,288.1885,16.915,330.2337,2.370273128,0.641623385
17.02043133,49.29616798,288.2326,17.027,330.2778,6.367584493,1.188282438
17.02040633,49.29612439,288.1837,17.096,330.2289,3.559836284,0
17.02038153,49.29608214,288.1416,17.067,330.1869,2.817719548,2.372176198
17.02035618,49.29603985,288.2232,17.19,330.2683,3.56413059,0
17.02033087,49.29599798,288.315,17.274,330.3603,3.379723849,1.350584627
17.0203051,49.29595584,288.3988,17.328,330.4441,2.372176198,1.186088099
17.02027805,49.29591156,288.4287,17.366,330.4739,1.185326749,0
17.02025278,49.29586813,288.3592,17.498,330.4045,8.182937632,1.186373857
17.02022878,49.29582615,288.2864,17.593,330.3321,1.343013735,0
17.02020081,49.29577918,288.2625,17.685,330.3079,4.669980875,1.185326749
17.02017374,49.29573333,288.2285,17.835,330.2737,2.376278163,0
17.02014611,49.29568709,288.209,17.881,330.2541,2.373605507,0
17.02011876,49.29564062,288.3125,17.986,330.3578,1.669929188,0
17.02009235,49.29559463,288.3891,18.119,330.4345,2.371604956,1.185802478
17.02006646,49.29554903,288.5119,18.308,330.5571,4.570674679,0
17.02003788,49.29550065,288.4865,18.421,330.5317,1.187804718,0
17.02000951,49.29545331,288.4273,18.516,330.4726,5.907856484,0
17.01998588,49.29541327,288.3118,18.775,330.357,0,0
17.01997739,49.29537513,288.2592,19.042,330.3045,3.553556655,0
17.01998661,49.29533103,288.2772,18.921,330.3225,2.372747715,0.669236535
17.02001024,49.29529563,288.1993,18.799,330.2445,1.837312206,0
17.0200368,49.29526473,288.0951,18.823,330.1401,0,0
17.0200592,49.29523973,288.1076,19.242,330.1526,0,0
17.02008569,49.29522959,288.0691,19.681,330.1143,1.185231649,0
